

MESSAGE: Pygame initialized for simulation.

RUN: run status: enemy: 1; fitness: -10000.102854071487; player life: 0; enemy life: 100; time: 305
RUN: run status: enemy: 1; fitness: -10000.089883499519; player life: 0; enemy life: 100; time: 221

RUN: run status: enemy: 1; fitness: -9960.110327216067; player life: 0; enemy life: 60.0; time: 304

RUN: run status: enemy: 1; fitness: -10000.220195346164; player life: 0; enemy life: 100; time: 118

RUN: run status: enemy: 1; fitness: -10000.120781646738; player life: 0; enemy life: 100; time: 299

RUN: run status: enemy: 1; fitness: -10000.088151927437; player life: 0; enemy life: 100; time: 336

RUN: run status: enemy: 1; fitness: -9980.099916054134; player life: 0; enemy life: 80.0; time: 221

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9950.094569439605; player life: 0; enemy life: 50.0; time: 343

RUN: run status: enemy: 1; fitness: -9980.091061100298; player life: 0; enemy life: 80.0; time: 191

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9990.125365255915; player life: 0; enemy life: 90.0; time: 309

RUN: run status: enemy: 1; fitness: -10000.087442778433; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -10000.074784042; player life: 0; enemy life: 100; time: 181

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -9920.076500422654; player life: 0; enemy life: 20.0; time: 182

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -10000.074784042; player life: 0; enemy life: 100; time: 181

RUN: run status: enemy: 1; fitness: -10000.113412460123; player life: 0; enemy life: 100; time: 292

RUN: run status: enemy: 1; fitness: -9950.066460503473; player life: 0; enemy life: 50.0; time: 192

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -9990.079277656068; player life: 0; enemy life: 90.0; time: 221

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -10000.070924018755; player life: 0; enemy life: 100; time: 221

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -10000.074784042; player life: 0; enemy life: 100; time: 181

RUN: run status: enemy: 1; fitness: -10000.09489212012; player life: 0; enemy life: 100; time: 323

RUN: run status: enemy: 1; fitness: -10000.065097247316; player life: 0; enemy life: 100; time: 194

RUN: run status: enemy: 1; fitness: -10000.074784042; player life: 0; enemy life: 100; time: 181

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -10000.078337950139; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -10000.11504501385; player life: 0; enemy life: 100; time: 304

RUN: run status: enemy: 1; fitness: -10000.088409328227; player life: 0; enemy life: 100; time: 221

RUN: run status: enemy: 1; fitness: -9970.090069057696; player life: 0; enemy life: 70.0; time: 335

RUN: run status: enemy: 1; fitness: -9990.068432615339; player life: 0; enemy life: 90.0; time: 199

RUN: run status: enemy: 1; fitness: -10000.065097247316; player life: 0; enemy life: 100; time: 194

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.076165516677; player life: 0; enemy life: 100; time: 221

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9980.127437886998; player life: 0; enemy life: 80.0; time: 301

RUN: run status: enemy: 1; fitness: -10000.109149761; player life: 0; enemy life: 100; time: 163

RUN: run status: enemy: 1; fitness: -10000.084057744016; player life: 0; enemy life: 100; time: 339

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.09561638787; player life: 0; enemy life: 100; time: 221

RUN: run status: enemy: 1; fitness: -9990.06786703601; player life: 0; enemy life: 90.0; time: 190

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.110676001741; player life: 0; enemy life: 100; time: 318

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9980.091061100298; player life: 0; enemy life: 80.0; time: 191

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9980.130837407976; player life: 0; enemy life: 80.0; time: 301

RUN: run status: enemy: 1; fitness: -10000.157908646941; player life: 0; enemy life: 100; time: 295

RUN: run status: enemy: 1; fitness: -9980.071285518066; player life: 0; enemy life: 80.0; time: 361

RUN: run status: enemy: 1; fitness: -9980.074784042; player life: 0; enemy life: 80.0; time: 181

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.122110521897; player life: 0; enemy life: 100; time: 221

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -9990.06786703601; player life: 0; enemy life: 90.0; time: 190

RUN: run status: enemy: 1; fitness: -9980.114453021028; player life: 0; enemy life: 80.0; time: 221

RUN: run status: enemy: 1; fitness: -10000.090342594847; player life: 0; enemy life: 100; time: 333

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.087691326531; player life: 0; enemy life: 100; time: 336

RUN: run status: enemy: 1; fitness: -10000.046688515788; player life: 0; enemy life: 100; time: 598

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.093646061978; player life: 0; enemy life: 100; time: 323

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -10000.08894166786; player life: 0; enemy life: 100; time: 221

RUN: run status: enemy: 1; fitness: -10000.11105665022; player life: 0; enemy life: 100; time: 303

RUN: run status: enemy: 1; fitness: -9990.079809995701; player life: 0; enemy life: 90.0; time: 221

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -10000.070086835527; player life: 0; enemy life: 100; time: 197

RUN: run status: enemy: 1; fitness: -10000.07381092933; player life: 0; enemy life: 100; time: 308

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -10000.137492869208; player life: 0; enemy life: 100; time: 299

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -10000.139015704894; player life: 0; enemy life: 100; time: 296

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9970.138088888889; player life: 0; enemy life: 70.0; time: 300

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -9970.114937136423; player life: 0; enemy life: 70.0; time: 146

RUN: run status: enemy: 1; fitness: -10000.190307617188; player life: 0; enemy life: 100; time: 128

RUN: run status: enemy: 1; fitness: -10000.109824277317; player life: 0; enemy life: 100; time: 559

RUN: run status: enemy: 1; fitness: -10000.073; player life: 0; enemy life: 100; time: 200

RUN: run status: enemy: 1; fitness: -9990.1385666827; player life: 0; enemy life: 90.0; time: 299

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.221588443177; player life: 0; enemy life: 100; time: 127

RUN: run status: enemy: 1; fitness: -10000.104741946088; player life: 0; enemy life: 100; time: 312

RUN: run status: enemy: 1; fitness: -10000.053112485748; player life: 0; enemy life: 100; time: 817

RUN: run status: enemy: 1; fitness: -0.0009512485136741974; player life: 90; enemy life: 0; time: 145

RUN: run status: enemy: 1; fitness: -9980.14141057044; player life: 0; enemy life: 80.0; time: 199

RUN: run status: enemy: 1; fitness: -9990.06786703601; player life: 0; enemy life: 90.0; time: 190

RUN: run status: enemy: 1; fitness: -9930.063; player life: 0; enemy life: 30.0; time: 200

RUN: run status: enemy: 1; fitness: -10000.151313022054; player life: 0; enemy life: 100; time: 129

RUN: run status: enemy: 1; fitness: -10000.071187350082; player life: 0; enemy life: 100; time: 356

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -10000.10633994208; player life: 0; enemy life: 100; time: 335

RUN: run status: enemy: 1; fitness: -9930.092683988967; player life: 0; enemy life: 30.0; time: 332

RUN: run status: enemy: 1; fitness: -9990.074784042; player life: 0; enemy life: 90.0; time: 181

RUN: run status: enemy: 1; fitness: -9970.08894166786; player life: 0; enemy life: 70.0; time: 221

RUN: run status: enemy: 1; fitness: -10000.065097247316; player life: 0; enemy life: 100; time: 194

RUN: run status: enemy: 1; fitness: -10000.107428293237; player life: 0; enemy life: 100; time: 314

RUN: run status: enemy: 1; fitness: -9990.035228011202; player life: 0; enemy life: 90.0; time: 619

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -9990.198768763705; player life: 0; enemy life: 90.0; time: 154

RUN: run status: enemy: 1; fitness: -10000.088151927437; player life: 0; enemy life: 100; time: 336

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.086101648858; player life: 0; enemy life: 100; time: 321

RUN: run status: enemy: 1; fitness: -9970.087921663453; player life: 0; enemy life: 70.0; time: 303

RUN: run status: enemy: 1; fitness: -9970.090069057696; player life: 0; enemy life: 70.0; time: 335

RUN: run status: enemy: 1; fitness: -9970.086756194863; player life: 0; enemy life: 70.0; time: 481

RUN: run status: enemy: 1; fitness: -9970.086689461723; player life: 0; enemy life: 70.0; time: 221

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9980.07381092933; player life: 0; enemy life: 80.0; time: 308

RUN: run status: enemy: 1; fitness: -9970.117493901294; player life: 0; enemy life: 70.0; time: 292

RUN: run status: enemy: 1; fitness: -9960.064233632962; player life: 0; enemy life: 60.0; time: 322

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -9980.1163938176; player life: 0; enemy life: 80.0; time: 303

RUN: run status: enemy: 1; fitness: -9990.129836065575; player life: 0; enemy life: 90.0; time: 305

RUN: run status: enemy: 1; fitness: -9950.066460503473; player life: 0; enemy life: 50.0; time: 192

RUN: run status: enemy: 1; fitness: -9960.110327216067; player life: 0; enemy life: 60.0; time: 304

RUN: run status: enemy: 1; fitness: -10000.121982997993; player life: 0; enemy life: 100; time: 306

RUN: run status: enemy: 1; fitness: -9960.091781485606; player life: 0; enemy life: 60.0; time: 343

RUN: run status: enemy: 1; fitness: -10000.110327216067; player life: 0; enemy life: 100; time: 304

RUN: run status: enemy: 1; fitness: -10000.074784042; player life: 0; enemy life: 100; time: 181

RUN: run status: enemy: 1; fitness: -10000.079221367134; player life: 0; enemy life: 100; time: 188

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -9990.081209437534; player life: 0; enemy life: 90.0; time: 344

RUN: run status: enemy: 1; fitness: -9990.065097247316; player life: 0; enemy life: 90.0; time: 194

RUN: run status: enemy: 1; fitness: -9960.074784042; player life: 0; enemy life: 60.0; time: 181

RUN: run status: enemy: 1; fitness: -9990.06786703601; player life: 0; enemy life: 90.0; time: 190

RUN: run status: enemy: 1; fitness: -9980.106003244997; player life: 0; enemy life: 80.0; time: 172

RUN: run status: enemy: 1; fitness: -10000.065097247316; player life: 0; enemy life: 100; time: 194

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9990.0644312952; player life: 0; enemy life: 90.0; time: 195

RUN: run status: enemy: 1; fitness: -9950.066460503473; player life: 0; enemy life: 50.0; time: 192

RUN: run status: enemy: 1; fitness: -9980.071126302084; player life: 0; enemy life: 80.0; time: 192

RUN: run status: enemy: 1; fitness: -10000.089873657442; player life: 0; enemy life: 100; time: 333

RUN: run status: enemy: 1; fitness: -9990.08894166786; player life: 0; enemy life: 90.0; time: 221

RUN: run status: enemy: 1; fitness: -9970.065097247316; player life: 0; enemy life: 70.0; time: 194

RUN: run status: enemy: 1; fitness: -9990.11066990302; player life: 0; enemy life: 90.0; time: 299

RUN: run status: enemy: 1; fitness: -9970.08894166786; player life: 0; enemy life: 70.0; time: 221

RUN: run status: enemy: 1; fitness: -10000.091781485606; player life: 0; enemy life: 100; time: 343

RUN: run status: enemy: 1; fitness: -9970.138088888889; player life: 0; enemy life: 70.0; time: 300

RUN: run status: enemy: 1; fitness: -9990.06786703601; player life: 0; enemy life: 90.0; time: 190

RUN: run status: enemy: 1; fitness: -9990.0969484202; player life: 0; enemy life: 90.0; time: 322

RUN: run status: enemy: 1; fitness: -9970.136375597562; player life: 0; enemy life: 70.0; time: 302

RUN: run status: enemy: 1; fitness: -9970.08981324129; player life: 0; enemy life: 70.0; time: 337

RUN: run status: enemy: 1; fitness: -9920.076500422654; player life: 0; enemy life: 20.0; time: 182

RUN: run status: enemy: 1; fitness: -9930.063; player life: 0; enemy life: 30.0; time: 200

RUN: run status: enemy: 1; fitness: -9990.06786703601; player life: 0; enemy life: 90.0; time: 190

RUN: run status: enemy: 1; fitness: -10000.055868791089; player life: 0; enemy life: 100; time: 592

RUN: run status: enemy: 1; fitness: -9980.108895045309; player life: 0; enemy life: 80.0; time: 301

RUN: run status: enemy: 1; fitness: -10000.110327216067; player life: 0; enemy life: 100; time: 304

RUN: run status: enemy: 1; fitness: -10000.11179790379; player life: 0; enemy life: 100; time: 305

RUN: run status: enemy: 1; fitness: -9970.06786703601; player life: 0; enemy life: 70.0; time: 190

RUN: run status: enemy: 1; fitness: -10000.066571961057; player life: 0; enemy life: 100; time: 554

RUN: run status: enemy: 1; fitness: -10000.068587105625; player life: 0; enemy life: 100; time: 189

RUN: run status: enemy: 1; fitness: -9950.094569439605; player life: 0; enemy life: 50.0; time: 343

RUN: run status: enemy: 1; fitness: -10000.112559770829; player life: 0; enemy life: 100; time: 303

RUN: run status: enemy: 1; fitness: -10000.079277656068; player life: 0; enemy life: 100; time: 221

RUN: run status: enemy: 1; fitness: -9980.06786703601; player life: 0; enemy life: 80.0; time: 190

RUN: run status: enemy: 1; fitness: -9930.065097247316; player life: 0; enemy life: 30.0; time: 194

RUN: run status: enemy: 1; fitness: -10000.078948137327; player life: 0; enemy life: 100; time: 185

RUN: run status: enemy: 1; fitness: -10000.09669765827; player life: 0; enemy life: 100; time: 322

RUN: run status: enemy: 1; fitness: -9930.06786703601; player life: 0; enemy life: 30.0; time: 190

RUN: run status: enemy: 1; fitness: -9930.09291987226; player life: 0; enemy life: 30.0; time: 332

RUN: run status: enemy: 1; fitness: -9990.071676359556; player life: 0; enemy life: 90.0; time: 198

RUN: run status: enemy: 1; fitness: -10000.06786703601; player life: 0; enemy life: 100; time: 190

RUN: run status: enemy: 1; fitness: -9960.076745749084; player life: 0; enemy life: 60.0; time: 399

RUN: run status: enemy: 1; fitness: -9990.106186464143; player life: 0; enemy life: 90.0; time: 318

RUN: run status: enemy: 1; fitness: -10000.074784042; player life: 0; enemy life: 100; time: 181

RUN: run status: enemy: 1; fitness: -10000.074784042; player life: 0; enemy life: 100; time: 181

RUN: run status: enemy: 1; fitness: -10000.075172080667; player life: 0; enemy life: 100; time: 182

RUN: run status: enemy: 1; fitness: -9910.080026277285; player life: 0; enemy life: 10.0; time: 183

RUN: run status: enemy: 1; fitness: -10000.074784042; player life: 0; enemy life: 100; time: 181

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -9980.122109375; player life: 0; enemy life: 80.0; time: 160

RUN: run status: enemy: 1; fitness: -9970.094569439605; player life: 0; enemy life: 70.0; time: 343

RUN: run status: enemy: 1; fitness: -9980.12447923242; player life: 0; enemy life: 80.0; time: 178

RUN: run status: enemy: 1; fitness: -9970.075633177044; player life: 0; enemy life: 70.0; time: 221

RUN: run status: enemy: 1; fitness: -9950.065097247316; player life: 0; enemy life: 50.0; time: 194

RUN: run status: enemy: 1; fitness: -10000.065097247316; player life: 0; enemy life: 100; time: 194

RUN: run status: enemy: 1; fitness: -9990.19029615627; player life: 0; enemy life: 90.0; time: 138

RUN: run status: enemy: 1; fitness: -0.0009512485136741974; player life: 90; enemy life: 0; time: 145

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.163241415192; player life: 0; enemy life: 100; time: 124

RUN: run status: enemy: 1; fitness: -10000.116458718076; player life: 0; enemy life: 100; time: 298

RUN: run status: enemy: 1; fitness: -0.0009512485136741974; player life: 90; enemy life: 0; time: 145

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9960.163241415192; player life: 0; enemy life: 60.0; time: 124

RUN: run status: enemy: 1; fitness: -9950.163241415192; player life: 0; enemy life: 50.0; time: 124

RUN: run status: enemy: 1; fitness: -9910.102826086957; player life: 0; enemy life: 10.0; time: 460

RUN: run status: enemy: 1; fitness: -9980.160768175583; player life: 0; enemy life: 80.0; time: 135

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -0.0009512485136741974; player life: 90; enemy life: 0; time: 145

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9970.125934469648; player life: 0; enemy life: 70.0; time: 153

RUN: run status: enemy: 1; fitness: -9960.163659197568; player life: 0; enemy life: 60.0; time: 123

RUN: run status: enemy: 1; fitness: -9930.11105665022; player life: 0; enemy life: 30.0; time: 303

RUN: run status: enemy: 1; fitness: -10000.097700130964; player life: 0; enemy life: 100; time: 481

RUN: run status: enemy: 1; fitness: -9980.081893491124; player life: 0; enemy life: 80.0; time: 195

RUN: run status: enemy: 1; fitness: -9970.07248008845; player life: 0; enemy life: 70.0; time: 221

RUN: run status: enemy: 1; fitness: -10000.163659197568; player life: 0; enemy life: 100; time: 123

RUN: run status: enemy: 1; fitness: -10000.071115192328; player life: 0; enemy life: 100; time: 198

RUN: run status: enemy: 1; fitness: -9910.086384481396; player life: 0; enemy life: 10.0; time: 481

RUN: run status: enemy: 1; fitness: -10000.086384481396; player life: 0; enemy life: 100; time: 481

RUN: run status: enemy: 1; fitness: -10000.163241415192; player life: 0; enemy life: 100; time: 124

RUN: run status: enemy: 1; fitness: -0.0009512485136741974; player life: 90; enemy life: 0; time: 145

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9960.163241415192; player life: 0; enemy life: 60.0; time: 124

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9980.103890006023; player life: 0; enemy life: 80.0; time: 313

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9950.167808; player life: 0; enemy life: 50.0; time: 125

RUN: run status: enemy: 1; fitness: -10000.141912956728; player life: 0; enemy life: 100; time: 297

RUN: run status: enemy: 1; fitness: -9980.133082504703; player life: 0; enemy life: 80.0; time: 305

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -9950.163241415192; player life: 0; enemy life: 50.0; time: 124

RUN: run status: enemy: 1; fitness: -10000.107035244704; player life: 0; enemy life: 100; time: 296

RUN: run status: enemy: 1; fitness: -9960.154764599367; player life: 0; enemy life: 60.0; time: 188

RUN: run status: enemy: 1; fitness: -9960.163241415192; player life: 0; enemy life: 60.0; time: 124

RUN: run status: enemy: 1; fitness: -10000.14456840547; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -0.0009512485136741974; player life: 90; enemy life: 0; time: 145

RUN: run status: enemy: 1; fitness: -10000.14233241506; player life: 0; enemy life: 100; time: 132

RUN: run status: enemy: 1; fitness: -9950.168368718087; player life: 0; enemy life: 50.0; time: 122

RUN: run status: enemy: 1; fitness: -9910.068793402777; player life: 0; enemy life: 10.0; time: 192

RUN: run status: enemy: 1; fitness: -0.0009512485136741974; player life: 90; enemy life: 0; time: 145

RUN: run status: enemy: 1; fitness: -0.0009512485136741974; player life: 90; enemy life: 0; time: 145

RUN: run status: enemy: 1; fitness: -10000.163241415192; player life: 0; enemy life: 100; time: 124

RUN: run status: enemy: 1; fitness: -9960.163241415192; player life: 0; enemy life: 60.0; time: 124

RUN: run status: enemy: 1; fitness: -9910.09047332956; player life: 0; enemy life: 10.0; time: 481

RUN: run status: enemy: 1; fitness: -10000.068941448093; player life: 0; enemy life: 100; time: 193

RUN: run status: enemy: 1; fitness: -9910.086756194863; player life: 0; enemy life: 10.0; time: 481

RUN: run status: enemy: 1; fitness: -10000.057745781884; player life: 0; enemy life: 100; time: 412

RUN: run status: enemy: 1; fitness: -10000.091061100298; player life: 0; enemy life: 100; time: 191

RUN: run status: enemy: 1; fitness: -9950.115703403764; player life: 0; enemy life: 50.0; time: 299

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.163659197568; player life: 0; enemy life: 100; time: 123

RUN: run status: enemy: 1; fitness: -10000.163241415192; player life: 0; enemy life: 100; time: 124

RUN: run status: enemy: 1; fitness: -10000.0644312952; player life: 0; enemy life: 100; time: 195

RUN: run status: enemy: 1; fitness: -10000.163241415192; player life: 0; enemy life: 100; time: 124

